year,resource,variable,units,magnitude,source,data_value,flag
2022,Hydro,Opening stock,Dollars,Thousands,Environmental Accounts,8129220,P
2022,Hydro,Other changes,Dollars,Thousands,Environmental Accounts,4974282,P
2022,Hydro,Resource rent,Dollars,Thousands,Environmental Accounts,655175,P
2022,Oil,Generation,Gigawatt hours,Actual,MBIE,21,P
2022,Renewable,Closing stock,Dollars,Thousands,Environmental Accounts,19394412,P
2022,Renewable,Generation,Gigawatt hours,Actual,MBIE,35938,P
2022,Renewable,Gigawatt hours,Number,Proportion,MBIE,0.83,P
2022,Renewable,Opening stock,Dollars,Thousands,Environmental Accounts,11958294,P
2022,Renewable,Other changes,Dollars,Thousands,Environmental Accounts,7436118,P
2022,Renewable,Resource rent,Dollars,Thousands,Environmental Accounts,969721,P
2022,Renewable,Resource rent,Number,Proportion,Environmental Accounts,0.83,P
2022,Solar,Closing stock,Dollars,Thousands,Environmental Accounts,122613,P
2022,Solar,Generation,Gigawatt hours,Actual,MBIE,227,P
2022,Solar,Gigawatt hours,Number,Proportion,MBIE,0.01,P
2022,Solar,Opening stock,Dollars,Thousands,Environmental Accounts,59920,P
2022,Solar,Other changes,Dollars,Thousands,Environmental Accounts,62694,P
2022,Solar,Resource rent,Dollars,Thousands,Environmental Accounts,6131,P
2022,Total generation,Generation,Gigawatt hours,Actual,MBIE,43310,P
2022,Total generation,Prices,Number,Average,Electricity Authority,157,P
2022,Total generation,Resource rent,Dollars,Thousands,Environmental Accounts,1168639,P
2022,Waste heat,Generation,Gigawatt hours,Actual,MBIE,45,P
2022,Wind,Closing stock,Dollars,Thousands,Environmental Accounts,1470973,P
2022,Wind,Generation,Gigawatt hours,Actual,MBIE,2726,P
2022,Wind,Gigawatt hours,Number,Proportion,MBIE,0.06,P
2022,Wind,Opening stock,Dollars,Thousands,Environmental Accounts,785587,P
2022,Wind,Other changes,Dollars,Thousands,Environmental Accounts,685386,P
2022,Wind,Resource rent,Dollars,Thousands,Environmental Accounts,73549,P
2022,Wood,Closing stock,Dollars,Thousands,Environmental Accounts,261168,P
2022,Wood,Generation,Gigawatt hours,Actual,MBIE,484,P
2022,Wood,Gigawatt hours,Number,Proportion,MBIE,0.01,P
2022,Wood,Opening stock,Dollars,Thousands,Environmental Accounts,160473,P
2022,Wood,Other changes,Dollars,Thousands,Environmental Accounts,100695,P
2022,Wood,Resource rent,Dollars,Thousands,Environmental Accounts,13058,P
